epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,369.8394,357.5245,370.9992,365.4403,369.3458,366.5924,370.4131,362.6715,369.2455,363.4586,370.974,360.2861,369.2747,360.472,370.6841,361.2013,370.1759,364.5472,369.1706,356.1285,370.9792,361.4389,369.6595,359.3098,370.1105,357.0147,369.1137,362.1619,369.3165,360.0327,369.574,366.9483,369.4515,363.9565,370.7329,362.5421
0.5,5.7319,5.18531688,5.2419,4.775758073,4.7909,4.302607167,4.4001,3.832347672,3.9449,3.411514009,3.6695,3.126795074,3.2859,2.779232557,2.9903,2.459514349,2.7356,2.209158364,2.4971,1.907657072,1.8468,1.250794231,1.5465,0.926133642,1.3945,0.749617197,1.3069,0.633681738,1.2462,0.547371466,1.2093,0.493069794,1.1894,0.478905601,1.1602,0.434459245
1,1.5261,0.906863292,1.2137,0.504438059,1.0685,0.274618447,1.0169,0.131970192,1.0037,0.060718026,1.0007,0.026449574,1.0002,0.014141428,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1.5,1.0107,0.106708241,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
